gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_tx,out_tx,in_kzt,out_kzt,pass_through,role_label,rank
100000000437046100,consolidator,0.5,0,0.99644128113879,"признаки точки консолидации: входящих 9, исходящих 42, получено 1,107,200 ₸ (предварительно)",2,False,9,42,20,73,1107200.0,7606224.0,6.86978323699422,признаки точки консолидации,9
100000000440392100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 105,705 ₸ (предварительно)",1,False,1,0,4,0,105705.0,0.0,0.0,конечный получатель в пределах выгрузки,853
100000000456947100,peripheral,0.5,16,0.004448398576512456,"периферия, признаков роли не выявлено: входящих 0, исходящих 0, получено 0 ₸ (предварительно)",0,True,0,0,0,0,0.0,0.0,,"периферия, признаков роли не выявлено",2230
100000000470237100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 32,500 ₸ (предварительно)",4,False,1,0,1,0,32500.0,0.0,0.0,"периферия, признаков роли не выявлено",854
100000000481716100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 8,000 ₸ (предварительно)",3,False,1,0,1,0,8000.0,0.0,0.0,конечный получатель в пределах выгрузки,855
100000000489417100,transit,0.5,0,0.8698843416370107,"признаки транзитного счёта: входящих 3, исходящих 1, получено 73,504 ₸ (предварительно)",2,False,3,1,3,1,73504.0,80000.0,1.0883761427949499,признаки транзитного счёта,255
100000000490383100,peripheral,0.5,0,0.9675266903914591,"периферия, признаков роли не выявлено: входящих 3, исходящих 8, получено 62,600 ₸ (предварительно)",2,False,3,8,3,9,62600.0,461375.0,7.37020766773163,"периферия, признаков роли не выявлено",69
100000000500040100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 20,000 ₸ (предварительно)",4,False,1,0,1,0,20000.0,0.0,0.0,"периферия, признаков роли не выявлено",856
100000000507799100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 5,132 ₸ (предварительно)",1,False,1,1,1,1,5132.0,8000.0,1.558846453624318,"периферия, признаков роли не выявлено",521
100000000533217100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 53,587 ₸ (предварительно)",2,False,1,0,1,0,53587.0,0.0,0.0,конечный получатель в пределах выгрузки,857
100000000534581100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 2, исходящих 1, получено 55,960 ₸ (предварительно)",3,False,2,1,2,1,55960.0,40000.0,0.7147962830593281,"периферия, признаков роли не выявлено",337
100000000542087100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 8,507 ₸ (предварительно)",4,False,1,0,1,0,8506.91,0.0,0.0,"периферия, признаков роли не выявлено",858
100000000552584100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 2,500,000 ₸ (предварительно)",3,False,1,1,3,1,2500000.0,57500.0,0.023,"периферия, признаков роли не выявлено",522
100000000555721100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 113,000 ₸ (предварительно)",1,False,2,0,3,0,113000.0,0.0,0.0,конечный получатель в пределах выгрузки,523
100000000557536100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 153,000 ₸ (предварительно)",4,False,1,0,7,0,153000.0,0.0,0.0,"периферия, признаков роли не выявлено",859
100000000560751100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 25,000 ₸ (предварительно)",3,False,1,0,1,0,25000.0,0.0,0.0,конечный получатель в пределах выгрузки,860
100000000561160100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 240,000 ₸ (предварительно)",4,False,1,0,1,0,240000.0,0.0,0.0,"периферия, признаков роли не выявлено",861
100000000569479100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 320,000 ₸ (предварительно)",3,False,1,0,1,0,320000.0,0.0,0.0,конечный получатель в пределах выгрузки,862
100000000572276100,peripheral,0.5,1,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 13,075 ₸ (предварительно)",3,False,1,1,1,1,13075.0,34547.0,2.6422179732313578,"периферия, признаков роли не выявлено",524
100000000580561100,peripheral,0.5,5,0.900355871886121,"периферия, признаков роли не выявлено: входящих 2, исходящих 3, получено 27,980 ₸ (предварительно)",0,True,2,3,3,13,27980.0,1488077.0,53.183595425303785,"периферия, признаков роли не выявлено",201
100000000581662100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 21,160 ₸ (предварительно)",4,False,1,0,1,0,21160.0,0.0,0.0,"периферия, признаков роли не выявлено",863
100000000581682100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 5,000 ₸ (предварительно)",4,False,1,0,1,0,5000.0,0.0,0.0,"периферия, признаков роли не выявлено",864
100000000583220100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 5,000 ₸ (предварительно)",3,False,1,1,1,4,5000.0,761255.0,152.251,"периферия, признаков роли не выявлено",525
100000000594783100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 1, исходящих 2, получено 2,635,000 ₸ (предварительно)",3,False,1,2,10,2,2635000.0,152500.0,0.05787476280834915,"периферия, признаков роли не выявлено",338
100000000596954100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 1, исходящих 2, получено 120,000 ₸ (предварительно)",2,False,1,2,1,2,120000.0,48100.0,0.4008333333333333,"периферия, признаков роли не выявлено",339
100000000600707100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 89,000 ₸ (предварительно)",4,False,1,0,2,0,89000.0,0.0,0.0,"периферия, признаков роли не выявлено",865
100000000607731100,peripheral,0.5,3,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 20,000 ₸ (предварительно)",1,False,1,1,1,1,20000.0,66666.0,3.3333,"периферия, признаков роли не выявлено",526
100000000607941100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 2, исходящих 1, получено 50,000 ₸ (предварительно)",2,False,2,1,3,4,50000.0,70000.0,1.4,"периферия, признаков роли не выявлено",340
100000000608031100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 30,000 ₸ (предварительно)",4,False,1,0,1,0,30000.0,0.0,0.0,"периферия, признаков роли не выявлено",866
100000000611474100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 32,000 ₸ (предварительно)",3,False,1,0,1,0,32000.0,0.0,0.0,конечный получатель в пределах выгрузки,867
100000000625169100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 10,000 ₸ (предварительно)",2,False,1,0,1,0,10000.0,0.0,0.0,конечный получатель в пределах выгрузки,868
100000000627521100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 6,500 ₸ (предварительно)",4,False,1,0,1,0,6500.0,0.0,0.0,"периферия, признаков роли не выявлено",869
100000000629812100,terminal,0.5,0,0.6983985765124555,"конечный получатель в пределах выгрузки: входящих 2, исходящих 0, получено 22,000 ₸ (предварительно)",2,False,2,0,2,0,22000.0,0.0,0.0,конечный получатель в пределах выгрузки,527
100000000634341100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 24,000 ₸ (предварительно)",4,False,1,0,2,0,24000.0,0.0,0.0,"периферия, признаков роли не выявлено",870
100000000640800100,peripheral,0.5,0,0.900355871886121,"периферия, признаков роли не выявлено: входящих 1, исходящих 4, получено 80,000 ₸ (предварительно)",3,False,1,4,1,6,80000.0,518135.0,6.4766875,"периферия, признаков роли не выявлено",202
100000000646541100,terminal,0.5,0,0.8111654804270463,"конечный получатель в пределах выгрузки: входящих 3, исходящих 0, получено 25,300 ₸ (предварительно)",2,False,3,0,4,0,25300.0,0.0,0.0,конечный получатель в пределах выгрузки,341
100000000655469100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 20,000 ₸ (предварительно)",4,False,1,0,2,0,20000.0,0.0,0.0,"периферия, признаков роли не выявлено",871
100000000656682100,transit,0.5,0,0.8111654804270463,"признаки транзитного счёта: входящих 1, исходящих 2, получено 71,000 ₸ (предварительно)",3,False,1,2,1,3,71000.0,80000.0,1.1267605633802817,признаки транзитного счёта,342
100000000661131100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 15,600 ₸ (предварительно)",3,False,1,0,1,0,15600.0,0.0,0.0,конечный получатель в пределах выгрузки,872
100000000661912100,consolidator,0.5,0,0.9377224199288257,"признаки точки консолидации: входящих 5, исходящих 2, получено 393,036 ₸ (предварительно)",1,False,5,2,9,8,393036.0,430700.0,1.0958283719557496,признаки точки консолидации,129
100000000667713100,peripheral,0.5,0,0.9497330960854092,"периферия, признаков роли не выявлено: входящих 2, исходящих 6, получено 119,495 ₸ (предварительно)",1,False,2,6,10,7,119495.0,79236.0,0.663090505878907,"периферия, признаков роли не выявлено",101
100000000673868100,peripheral,0.5,0,0.922153024911032,"периферия, признаков роли не выявлено: входящих 1, исходящих 5, получено 2,030,650 ₸ (предварительно)",3,False,1,5,5,19,2030650.0,383000.0,0.18860955851574618,"периферия, признаков роли не выявлено",155
100000000673915100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 20,200 ₸ (предварительно)",4,False,1,0,1,0,20200.0,0.0,0.0,"периферия, признаков роли не выявлено",873
100000000703894100,peripheral,0.5,3,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 120,000 ₸ (предварительно)",1,False,1,1,1,1,120000.0,35000.0,0.2916666666666667,"периферия, признаков роли не выявлено",528
100000000703902100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 25,499 ₸ (предварительно)",1,False,1,0,1,0,25499.0,0.0,0.0,конечный получатель в пределах выгрузки,874
100000000704700100,peripheral,0.5,2,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 10,000 ₸ (предварительно)",4,False,1,0,1,0,10000.0,0.0,0.0,"периферия, признаков роли не выявлено",875
100000000706545100,peripheral,0.5,0,0.8698843416370107,"периферия, признаков роли не выявлено: входящих 3, исходящих 1, получено 1,070,300 ₸ (предварительно)",1,False,3,1,8,3,1070300.0,75800.0,0.07082126506586939,"периферия, признаков роли не выявлено",256
100000000718427100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 6,000 ₸ (предварительно)",2,False,1,0,1,0,6000.0,0.0,0.0,конечный получатель в пределах выгрузки,876
100000000723383100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 1, исходящих 2, получено 6,800 ₸ (предварительно)",2,False,1,2,1,2,6800.0,75000.0,11.029411764705882,"периферия, признаков роли не выявлено",343
100000000724540100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 50,000 ₸ (предварительно)",2,False,1,1,1,1,50000.0,100000.0,2.0,"периферия, признаков роли не выявлено",529
100000000733373100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 10,710 ₸ (предварительно)",2,False,1,0,1,0,10710.0,0.0,0.0,конечный получатель в пределах выгрузки,877
100000000733451100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 70,000 ₸ (предварительно)",3,False,1,1,2,1,70000.0,300000.0,4.285714285714286,"периферия, признаков роли не выявлено",530
100000000733940100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 752,000 ₸ (предварительно)",4,False,1,0,2,0,752000.0,0.0,0.0,"периферия, признаков роли не выявлено",878
100000000737152100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 35,000 ₸ (предварительно)",4,False,1,0,1,0,35000.0,0.0,0.0,"периферия, признаков роли не выявлено",879
100000000749118100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 10,330 ₸ (предварительно)",3,False,1,1,1,1,10330.0,16500.0,1.5972894482090998,"периферия, признаков роли не выявлено",531
100000000764836100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 1, исходящих 2, получено 251,716 ₸ (предварительно)",3,False,1,2,1,2,251716.0,50000.0,0.1986365586613485,"периферия, признаков роли не выявлено",344
100000000765628100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 5,000 ₸ (предварительно)",2,False,1,0,1,0,5000.0,0.0,0.0,конечный получатель в пределах выгрузки,880
100000000769919100,terminal,0.5,12,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 250,000 ₸ (предварительно)",2,False,1,0,1,0,250000.0,0.0,0.0,конечный получатель в пределах выгрузки,881
100000000782285100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 6,151 ₸ (предварительно)",3,False,1,0,1,0,6151.0,0.0,0.0,конечный получатель в пределах выгрузки,882
100000000783406100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 6,066 ₸ (предварительно)",3,False,1,0,1,0,6066.0,0.0,0.0,конечный получатель в пределах выгрузки,883
100000000785800100,transit,0.5,10,0.6983985765124555,"признаки транзитного счёта: входящих 1, исходящих 1, получено 19,000 ₸ (предварительно)",2,False,1,1,1,1,19000.0,19000.0,1.0,признаки транзитного счёта,532
100000000790311100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 46,300 ₸ (предварительно)",2,False,1,0,1,0,46300.0,0.0,0.0,конечный получатель в пределах выгрузки,884
100000000791285100,peripheral,0.5,0,0.8698843416370107,"периферия, признаков роли не выявлено: входящих 1, исходящих 3, получено 1,120,000 ₸ (предварительно)",3,False,1,3,2,3,1120000.0,650000.0,0.5803571428571429,"периферия, признаков роли не выявлено",257
100000000795033100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 18,200 ₸ (предварительно)",2,False,1,0,1,0,18200.0,0.0,0.0,конечный получатель в пределах выгрузки,885
100000000795129100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 332,000 ₸ (предварительно)",2,False,1,0,1,0,332000.0,0.0,0.0,конечный получатель в пределах выгрузки,886
100000000795374100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 50,000 ₸ (предварительно)",3,False,1,0,1,0,50000.0,0.0,0.0,конечный получатель в пределах выгрузки,887
100000000802149100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 104,128 ₸ (предварительно)",3,False,1,0,1,0,104128.0,0.0,0.0,конечный получатель в пределах выгрузки,888
100000000803368100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 139,503 ₸ (предварительно)",4,False,1,0,1,0,139503.0,0.0,0.0,"периферия, признаков роли не выявлено",889
100000000806727100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 45,000 ₸ (предварительно)",2,False,1,1,1,1,45000.0,5000.0,0.1111111111111111,"периферия, признаков роли не выявлено",533
100000000810551100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 100,000 ₸ (предварительно)",1,False,1,1,1,1,100000.0,7100.0,0.071,"периферия, признаков роли не выявлено",534
100000000817146100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 70,020 ₸ (предварительно)",1,False,1,0,1,0,70020.0,0.0,0.0,конечный получатель в пределах выгрузки,890
100000000821507100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 400,000 ₸ (предварительно)",2,False,1,0,1,0,400000.0,0.0,0.0,конечный получатель в пределах выгрузки,891
100000000831684100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 15,000 ₸ (предварительно)",2,False,1,1,2,3,15000.0,50000.0,3.3333333333333335,"периферия, признаков роли не выявлено",535
100000000838385100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 1, исходящих 2, получено 436,900 ₸ (предварительно)",3,False,1,2,8,6,436900.0,177500.0,0.40627145799954223,"периферия, признаков роли не выявлено",345
100000000850297100,transit,0.5,0,0.6983985765124555,"признаки транзитного счёта: входящих 1, исходящих 1, получено 17,520 ₸ (предварительно)",2,False,1,1,1,1,17520.0,17520.0,1.0,признаки транзитного счёта,536
100000000860514100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 12,000 ₸ (предварительно)",3,False,1,1,1,1,12000.0,50000.0,4.166666666666667,"периферия, признаков роли не выявлено",537
100000000861294100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 150,000 ₸ (предварительно)",2,False,1,0,1,0,150000.0,0.0,0.0,конечный получатель в пределах выгрузки,892
100000000870121100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 12,000 ₸ (предварительно)",3,False,1,0,1,0,12000.0,0.0,0.0,конечный получатель в пределах выгрузки,893
100000000878006100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 47,003 ₸ (предварительно)",3,False,1,0,1,0,47003.0,0.0,0.0,конечный получатель в пределах выгрузки,894
100000000896111100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 287,100 ₸ (предварительно)",3,False,1,0,1,0,287100.0,0.0,0.0,конечный получатель в пределах выгрузки,895
100000000907277100,terminal,0.5,1,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 17,534 ₸ (предварительно)",1,False,1,0,1,0,17534.0,0.0,0.0,конечный получатель в пределах выгрузки,896
100000000910216100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 71,000 ₸ (предварительно)",2,False,1,1,3,1,71000.0,52010.0,0.7325352112676057,"периферия, признаков роли не выявлено",538
100000000912487100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 10,000 ₸ (предварительно)",2,False,1,0,1,0,10000.0,0.0,0.0,конечный получатель в пределах выгрузки,897
100000000913911100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 2, исходящих 1, получено 467,000 ₸ (предварительно)",2,False,2,1,2,1,467000.0,600000.0,1.284796573875803,"периферия, признаков роли не выявлено",346
100000000917179100,terminal,0.5,0,0.3173932384341637,"конечный получатель в пределах выгрузки: входящих 1, исходящих 0, получено 94,465 ₸ (предварительно)",2,False,1,0,2,0,94465.0,0.0,0.0,конечный получатель в пределах выгрузки,898
100000000922570100,transit,0.5,0,0.6983985765124555,"признаки транзитного счёта: входящих 1, исходящих 1, получено 47,101 ₸ (предварительно)",1,False,1,1,1,1,47101.0,50000.0,1.0615485870788306,признаки транзитного счёта,539
100000000926078100,peripheral,0.5,0,0.3173932384341637,"периферия, признаков роли не выявлено: входящих 1, исходящих 0, получено 250,000 ₸ (предварительно)",4,False,1,0,1,0,250000.0,0.0,0.0,"периферия, признаков роли не выявлено",899
100000000926766100,peripheral,0.5,0,0.6983985765124555,"периферия, признаков роли не выявлено: входящих 1, исходящих 1, получено 18,750 ₸ (предварительно)",3,False,1,1,1,1,18750.0,6000.0,0.32,"периферия, признаков роли не выявлено",540
100000000933075100,peripheral,0.5,0,0.8111654804270463,"периферия, признаков роли не выявлено: входящих 1, исходящих 2, получено 40,000 ₸ (предварительно)",3,False,1,2,1,2,40000.0,55000.0,1.375,"периферия, признаков роли не выявлено",347
